,symbol,entry_dt,position_size,entry_price_0,qty_0,entry_price_1,qty_1,exit_dt,exit_type,profit_loss,fees,status,exit_price_0,exit_price_1
81,DOTUSDT_VETUSDT,2024-02-07 04:00:00,14300.0,6.732,1062.0915032679738,0.02788,-256456.24103299857,2024-02-07 16:00:00,exitcondition,96.84461182847075,14.348422305914236,closed,6.783,0.02775
82,AVAXUSDT_VETUSDT,2024-02-06 12:00:00,14300.0,33.979,210.42408546455164,0.02792,-256088.8252148997,2024-02-07 16:00:00,exitcondition,129.37022754278243,14.364685113771392,closed,34.366,0.02775
83,DOTUSDT_FILUSDT,2024-02-07 04:00:00,130600.0,6.732,9699.940582293522,5.031,-12979.526933015306,2024-02-07 16:00:00,exitcondition,299.6570195270546,130.74982850976352,closed,6.783,5.051
84,ADAUSDT_VETUSDT,2024-02-05 20:00:00,14300.0,0.4935,14488.348530901723,0.02784,-256824.71264367815,2024-02-08 08:00:00,exitcondition,210.8546503249134,14.405427325162456,closed,0.529,0.02901
85,DOTUSDT_VETUSDT,2024-02-08 00:00:00,14300.0,6.94,1030.2593659942363,0.02876,-248609.17941585535,2024-02-09 16:00:00,exitcondition,102.0272011639604,14.35101360058198,closed,7.188,0.02941
86,AVAXUSDT_VETUSDT,2024-02-08 00:00:00,14300.0,35.294,202.58400861336207,0.02876,-248609.17941585535,2024-02-09 16:00:00,exitcondition,300.4155314905765,14.45020776574529,closed,37.522,0.02941
87,AVAXUSDT_NEARUSDT,2024-02-08 04:00:00,44200.0,35.488,622.7457168620379,2.961,-7463.694697737251,2024-02-09 16:00:00,exitcondition,1202.6561608773986,44.8013280804387,closed,37.522,2.974
88,ETHUSDT_UNIUSDT,2024-01-30 00:00:00,36400.0,2316.53,7.8565785895283025,6.142,-2963.204168023445,2024-02-10 00:00:00,exitcondition,-188.9501842282515,36.305524907885875,closed,2487.09,6.653
89,ADAUSDT_UNIUSDT,2024-02-08 08:00:00,36400.0,0.5277,-34489.29315899185,6.384,2850.877192982456,2024-02-10 00:00:00,exitcondition,292.28946620388217,36.54614473310194,closed,0.5419,6.653
90,UNIUSDT_VETUSDT,2024-02-08 04:00:00,14300.0,6.398,1117.5367302281963,0.02894,-247062.88873531445,2024-02-10 00:00:00,exitcondition,85.05636155735469,14.342528180778679,closed,6.653,0.02978
91,AVAXUSDT_DOTUSDT,2024-02-05 04:00:00,101600.0,34.925,1454.5454545454547,6.837,-7430.159426649116,2024-02-10 04:00:00,exitcondition,3421.6235190873203,103.31081175954367,closed,39.408,7.257
92,ADAUSDT_AVAXUSDT,2024-02-08 04:00:00,94800.0,0.511,-92759.29549902152,35.488,1335.662759242561,2024-02-10 04:00:00,exitcondition,2368.8679539314535,95.98443397696573,closed,0.5419,39.408
93,AVAXUSDT_FILUSDT,2024-01-01 00:00:00,101600.0,38.59,1316.4032132676857,6.926,-7334.68091250361,2024-02-10 04:00:00,exitcondition,11872.80993005164,107.53640496502584,closed,39.408,5.453
94,ADAUSDT_VETUSDT,2024-02-10 08:00:00,14300.0,0.5342,13384.500187195807,0.02978,-240094.02283411685,2024-02-10 12:00:00,exitcondition,83.71559915607207,14.341857799578037,closed,0.5328,0.02936
95,ETHUSDT_LINKUSDT,2024-02-08 20:00:00,143600.0,2420.66,-29.66133203341238,18.153,3955.269101525919,2024-02-11 08:00:00,exitcondition,5621.964772949097,146.41098238647456,closed,2527.83,20.38
96,DOTUSDT_VETUSDT,2024-02-09 20:00:00,14300.0,7.146,-1000.5597537083684,0.0297,240740.74074074073,2024-02-11 16:00:00,exitcondition,195.33958391640977,14.397669791958204,closed,7.203,0.03069
97,ETHUSDT_UNIUSDT,2024-02-10 08:00:00,36400.0,2494.06,-7.2973384762194975,6.613,2752.154846514441,2024-02-11 20:00:00,exitcondition,388.1690812082933,36.59408454060414,closed,2508.22,6.795
98,UNIUSDT_VETUSDT,2024-02-11 12:00:00,14300.0,6.636,1077.4562989752862,0.03013,-237305.01161632923,2024-02-11 20:00:00,exitcondition,127.31167127498739,14.363655835637495,closed,6.795,0.03032
99,ADAUSDT_UNIUSDT,2024-02-11 00:00:00,36400.0,0.5517,-32988.9432662679,6.628,2745.9263729631866,2024-02-11 20:00:00,exitcondition,817.3386473520301,36.808669323676014,closed,0.5404,6.795
100,AVAXUSDT_VETUSDT,2024-02-12 04:00:00,14300.0,38.747,184.53041525795547,0.03045,-234811.1658456486,2024-02-12 12:00:00,exitcondition,130.86875839701648,14.365434379198508,closed,38.585,0.02978
101,ADAUSDT_UNIUSDT,2024-02-12 12:00:00,36400.0,0.5349,-34025.05141147878,6.522,2790.555044464888,2024-02-12 20:00:00,exitcondition,35.44771800453509,36.417723859002265,closed,0.5554,6.788
102,ETHUSDT_UNIUSDT,2024-02-12 08:00:00,36400.0,2500.89,-7.277409242309738,6.596,2759.248029108551,2024-02-12 20:00:00,exitcondition,-305.04559430814976,36.24747720284593,closed,2614.4,6.788
103,ADAUSDT_UNIUSDT,2024-02-13 08:00:00,36400.0,0.5601,-32494.197464738438,6.765,2690.317812269032,2024-02-13 12:00:00,exitcondition,275.6747191565042,36.53783735957825,closed,0.5543,6.79
104,ADAUSDT_VETUSDT,2024-02-11 16:00:00,14300.0,0.5429,13170.012893718917,0.03069,-232974.91039426526,2024-02-13 16:00:00,exitcondition,-220.26771466919828,14.189866142665402,closed,0.5405,0.0315
105,UNIUSDT_VETUSDT,2024-02-12 04:00:00,14300.0,6.62,1080.060422960725,0.03045,-234811.1658456486,2024-02-13 20:00:00,exitcondition,-287.5292875249902,14.156235356237506,closed,6.662,0.03188
106,NEARUSDT_VETUSDT,2024-02-01 00:00:00,14300.0,2.821,2534.5622119815666,0.0282,-253546.09929078014,2024-02-13 20:00:00,exitcondition,13.610239565970064,14.306805119782986,closed,3.194,0.03188
